id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,item group id,sell on google quantity
zSQvbSNEiHa6S1KQEwaCY2,Profil UNITEXA Z701,Patentowany profil unitexa z701® do wykonywania wnęk sufitowych i opraw oświetleniowych w sufitach napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/dwupoziomowe/unitexa-z701?editionuid=623092361922,,https://drive.google.com/uc?id=1Rv4nYvIfHUXeoN0YfoMHkH9KfrfJHhDe,54.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,aluminowy,,,,,,,,,,,,,unitexa_z701,100
SQKcK9vigikWY0Agh6ZSX0,Profil UNITEXA Z701,Patentowany profil unitexa z701® do wykonywania wnęk sufitowych i opraw oświetleniowych w sufitach napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/dwupoziomowe/unitexa-z701?editionuid=929118351672,,https://drive.google.com/uc?id=1Rv4nYvIfHUXeoN0YfoMHkH9KfrfJHhDe,54.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,aluminowy,,,,,,,,,,,,,unitexa_z701,100
5A33vrjxg2INi6FdYvYHV1,Osłona INSERTA Y008,"Wkładka do ukrycia rowka na harpun do profili CURTINA x405, STRATOS x701, STRATOS x704.",in_stock,,,https://alumineu.pl/produkty/akcesoria/oslony/inserta-y008?editionuid=544791563252,,https://drive.google.com/uc?id=1FXpOnQX5abrg_5VqOUkqbNdE8Iiv0CCV,2.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1VBfVypSVQdSZAOdNKUfOk6TWz4apJ9-9,new,,mleczny,polichlorek winylu - otw.,,,,,,,,,,,,,inserta_y008,100
Zm1YLzGFjDyJzl5BQ2AZK2,Osłona INSERTA Y008,"Wkładka do ukrycia rowka na harpun do profili CURTINA x405, STRATOS x701, STRATOS x704.",in_stock,,,https://alumineu.pl/produkty/akcesoria/oslony/inserta-y008?editionuid=530940509082,,https://drive.google.com/uc?id=1FXpOnQX5abrg_5VqOUkqbNdE8Iiv0CCV,2.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1VBfVypSVQdSZAOdNKUfOk6TWz4apJ9-9,new,,czarny,polichlorek winylu - otw.,,,,,,,,,,,,,inserta_y008,100
jWf3YVZMj28oz3Vn9Ruwa1,Osłona INSERTA Y015,"Wkładka rozpraszająca światło do profili LIGHTRA x015, CURTINA x405, STRATOS x702.",in_stock,,,https://alumineu.pl/produkty/akcesoria/oslony/inserta-y015?editionuid=657090068192,,https://drive.google.com/uc?id=1PHFrcZniFShuBiT4F_JAOUVYDWxDbdr8,3.20 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1ASsbKkOhxsqvuRhQTlkuEnQFv_1geFz2,new,,mleczny,polichlorek winylu,,,,,,,,,,,,,inserta_y015,100
CWpGaKdlgRQIwS9TWZI6n0,Osłona INSERTA Y015 F,"Wkładka rozpraszająca światło do profili FLOATIA x302, FLOATIA x303.",in_stock,,,https://alumineu.pl/produkty/akcesoria/oslony/inserta-y015-f?editionuid=205632574742,,https://drive.google.com/uc?id=1pzLYMqSahEsxGXKLZuaq-wrBoLPOuoBw,6.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1ASsbKkOhxsqvuRhQTlkuEnQFv_1geFz2,new,,mleczny,polichlorek winylu,,,,,,,,,,,,,inserta_y015_f,100
MP9kMK6mg9LT--ZPdvSbb1,Osłona INSERTA Y030,Wkładka rozpraszająca światło do profili LIGHTRA x030.,in_stock,,,https://alumineu.pl/produkty/akcesoria/oslony/inserta-y030?editionuid=167761625542,,https://drive.google.com/uc?id=18rx0tavuO01T4pI_hgJUzybiLe812hu1,6.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,mleczny,polichlorek winylu,,,,,,,,,,,,,inserta_y030,100
I8dRSyr4j1PDRW6-je8T00,Klosz DIFFUSY Y108,Listwa rozpraszająca światło do profili LUMNOVA z008.,in_stock,,,https://alumineu.pl/produkty/akcesoria/klosze/diffusy-y108?editionuid=655197739742,,https://drive.google.com/uc?id=1e33MrXNwoycKgUmkaqoaiODCoKCmxjv6,30.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,mleczny,poliwęglan,,,,,,,,,,,,,diffusy_y108,100
SVjKGGnNhIO8Ovbe-z0yF3,Klosz DIFFUSY Y114,"Listwa rozpraszająca światło do profili LIGHTRA x015, CURTINA x405, STRATOS x702.",in_stock,,,https://alumineu.pl/produkty/akcesoria/klosze/diffusy-y114?editionuid=603162593602,,https://drive.google.com/uc?id=1wEIpr7JPoOyfmOugP5YT5R-cc7U2wRGc,6.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=10kpvKhzUh4pwJTwFLuolfHgmMHF7Cro1,new,,mleczny,poliwęglan,,,,,,,,,,,,,diffusy_y114,100
5ET97eXngrRKDRbIJ4YhN2,Klosz DIFFUSY Y130,"Listwa rozpraszająca światło do profili LIGHTRA x030, LIGHTRA x030 s.",in_stock,,,https://alumineu.pl/produkty/akcesoria/klosze/diffusy-y130?editionuid=799634883332,,https://drive.google.com/uc?id=1J3ysWY5lYN6f-NcLpeBGRZkLAad7KNow,8.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,mleczny,poliwęglan,,,,,,,,,,,,,diffusy_y130,100
yfcIPkXYi7hGeHi9sRjg51,Klosz DIFFUSY Y130 B,"Listwa rozpraszająca światło do profili LIGHTRA x030, LIGHTRA x030 s.",in_stock,,,https://alumineu.pl/produkty/akcesoria/klosze/diffusy-y130?editionuid=427448362392,,https://drive.google.com/uc?id=1f6MeH2IkpGEMoXIGAq2QXkbLUlHXrxE_,10.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny,poliwęglan,,,,,,,,,,,,,diffusy_y130,100
OKOeFss5i43IMv6ZjYcRM3,Klosz DIFFUSY Y134,Osłona rozdzielająca DIFFUSY y134 do profili CURTINA x407.,in_stock,,,https://alumineu.pl/produkty/akcesoria/klosze/diffusy-y134?editionuid=796975875442,,https://drive.google.com/uc?id=1P0udDDFi0mDzbWvsZEL0qVB58xQQs4GL,10.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,mleczny,poliwęglan,,,,,,,,,,,,,diffusy_y134,100
Z0jQpgcsgfNvDPq3zycpi1,Klosz DIFFUSY Y150,"Osłona rozdzielająca INSERTA y008 do profili CURTINA x405, STRATOS x701, STRATOS x704",in_stock,,,https://alumineu.pl/produkty/akcesoria/klosze/diffusy-y150?editionuid=333939180002,,https://drive.google.com/uc?id=1gg5YxZ9aXiAyVg2oi7Cpq4lfo0CBZ294,12.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,mleczny,poliwęglan,,,,,,,,,,,,,diffusy_y150,100
h5ANH4hyhaQ0ahlbaV9nf3,Zaślepka ENDCAPP Y201,Zaślepka do odcięcia granicy linii świetlnej dla profilu LIGHTRA x015.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y201?editionuid=239277149292,,https://drive.google.com/uc?id=1Q73iAMYECD3giQhu6BB_CHZGzXb2N8cS,4.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny połysk,X015,,,,,,,,,,,,,endcapp_y201,100
9wJD0JkkglPzVeK5rRpif0,Zaślepka ENDCAPP Y202,Zaślepka do odcięcia granicy linii świetlnej dla profilu LIGHTRA x030.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y202?editionuid=698448881602,,https://drive.google.com/uc?id=1tKnInNOPa7OuzEOGG_VAvmGY6UtW99iZ,4.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny połysk,X030,,,,,,,,,,,,,endcapp_y202,100
gjxLSmpZiFX6ORefsKjSS1,Zaślepka ENDCAPP Y203,Zaślepka do odcięcia granicy linii świetlnej dla profilu LIGHTRA x050.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y203?editionuid=136351521022,,https://drive.google.com/uc?id=1IyF0I9dsHV4dCw8zplFrzIjnybXfOdNu,4.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny połysk,X050,,,,,,,,,,,,,endcapp_y203,100
mY3nP58iiQbbhe6E8ifuq2,Zaślepka ENDCAPP Y204,Zaślepka do odcięcia granicy linii świetlnej dla profilu LIGHTRA x030 s.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y204?editionuid=904018718232,,https://drive.google.com/uc?id=172RR37AVzhqnPJrJOtUpyswxRZgaI5m6,4.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny połysk,X030 s,,,,,,,,,,,,,endcapp_y204,100
s3hlPBkThtLs9b-VgS5-72,Zaślepka ENDCAPP Y205,Zaślepka do profilu CURTINA x405,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y205?editionuid=692395679122,,https://drive.google.com/uc?id=1JEG8agzqBrUFf6IQWigoBefGLNXrDRYy,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,X405,,,,,,,,,,,,,endcapp_y205,100
0tjwIdlUikOX0Ujz8iz0g0,Zaślepka ENDCAPP Y205,Zaślepka do profilu CURTINA x405,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y205?editionuid=472351853372,,https://drive.google.com/uc?id=1JEG8agzqBrUFf6IQWigoBefGLNXrDRYy,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,X405,,,,,,,,,,,,,endcapp_y205,100
qbmrWdNBhQrZ9Ppq1rO-N2,Zaślepka ENDCAPP Y206,Zaślepka do profilu CURTINA x406.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y206?editionuid=430276725522,,https://drive.google.com/uc?id=1caduJYUiOgf7gWdr4E_kz7hsdewGSFRe,8.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,X406,,,,,,,,,,,,,endcapp_y206,100
tPFY8g6HhI3goBhXwFAdR2,Zaślepka ENDCAPP Y206,Zaślepka do profilu CURTINA x406.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y206?editionuid=210946065632,,https://drive.google.com/uc?id=1caduJYUiOgf7gWdr4E_kz7hsdewGSFRe,8.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,X406,,,,,,,,,,,,,endcapp_y206,100
cLEZP2Ssga1osq6fjuzBl3,Zaślepka ENDCAPP Y207,Zaślepka do profilu INVISIA x207.,in_stock,,,https://alumineu.pl/tproduct/985794228902-zalepka-endcapp-y207?editionuid=506981488432,,https://drive.google.com/uc?id=17rtxuiSJZ7_giEE45IIUHrZT3k5zmAjT,8.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,X207,,,,,,,,,,,,,endcapp_y207,100
zk72JAY9i0ugmwAbZomQB0,Zaślepka ENDCAPP Y208,Zaślepka do profilu CURTINA x405 m.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y208?editionuid=196558300814,,https://drive.google.com/uc?id=1MeoQo-WDUh9lQKlPWoOukQ7vlKkbuxG8,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,X405 m,,,,,,,,,,,,,endcapp_y208,100
cs1iWyovjnR0O5ccF07Z40,Zaślepka ENDCAPP Y208,Zaślepka do profilu CURTINA x405 m.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y208?editionuid=464425536372,,https://drive.google.com/uc?id=1MeoQo-WDUh9lQKlPWoOukQ7vlKkbuxG8,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,X405 m,,,,,,,,,,,,,endcapp_y208,100
caaW9qg3jIDvmqBhtmo3R3,Zaślepka ENDCAPP Y209,Zaślepka do profilu LUMNOVA z008.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y209?editionuid=311058650552,,https://drive.google.com/uc?id=1eOUkW2RhGOC4TfIUl4jIChWriSjDXv5l,50.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,Z008,,,,,,,,,,,,,endcapp_y209,100
XfbpuCp4jKYvNsRl05mSV0,Zaślepka ENDCAPP Y210,Zaślepka do profilu TISSURE z401,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y210?editionuid=613183057964,,https://drive.google.com/uc?id=18sjFFGWHbfRQY-DndE7esGLIsXo-Kpgr,55.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,Z401,,,,,,,,,,,,,endcapp_y210,100
Ue5JxBS6h-xDmc-T5sYN21,Zaślepka ENDCAPP Y210,Zaślepka do profilu TISSURE z401,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y210?editionuid=219018388202,,https://drive.google.com/uc?id=18sjFFGWHbfRQY-DndE7esGLIsXo-Kpgr,55.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,Z401,,,,,,,,,,,,,endcapp_y210,100
w7Y6MOgigz2Y0sizhfBYt3,Zaślepka ENDCAPP Y211,Zaślepka do profilu TISSURE z405.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y211?editionuid=307696129154,,https://drive.google.com/uc?id=1oYciPi1rXQoACXRykgKy8ACkjmZnEN88,105.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,Z405,,,,,,,,,,,,,endcapp_y211,100
B-1IK5jxibF9dkLSg6OE11,Zaślepka ENDCAPP Y211,Zaślepka do profilu TISSURE z405.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y211?editionuid=472115101252,,https://drive.google.com/uc?id=1oYciPi1rXQoACXRykgKy8ACkjmZnEN88,105.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,Z405,,,,,,,,,,,,,endcapp_y211,100
Y7HL3H--ifpDooOZXnkT61,Zaślepka ENDCAPP Y212,Zaślepka do profilu VOLTIVA z501.,in_stock,,,https://alumineu.pl/produkty/akcesoria/zaslepki/endcapp-y212?editionuid=267370168402,,https://drive.google.com/uc?id=12F324lUSdpQHxYgOhtApbx6fD4sG2TLG,85.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,Z501,,,,,,,,,,,,,endcapp_y212,100
TssncDOBgvi587XAXxOMF2,Klips LOCKIUM Y301,Klips LOCKIUM y301 do mocowania folii sufitowej w profilach klipsowych.,in_stock,,,https://alumineu.pl/produkty/akcesoria/klipsy/lockium-y301?editionuid=679182061942,,https://drive.google.com/uc?id=1EnWGtXeJoNTW8RpTBczIIfuy42O7G2Wt,6.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały,-,,,,,,,,,,,,,lockium_y301,100
5Iae0Kl7jHu3J80n7k6Nu3,Uchwyt ANGLOVA Y401,Uchwyt do mocowania profilu do sufitu.,in_stock,,,https://alumineu.pl/produkty/akcesoria/uchwyty/anglova-y401?editionuid=278394663382,,https://drive.google.com/uc?id=12MYhpRVVWY_8BjpDbgz3uWkw4oASlxER,1.60 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=12oM2Uf8ge0GHoi0KL4CtZC95nD8gpaJ1,new,,surowy,stal ocynkowana,,,,,,,,,,,,,anglova_y401,100
68OGLVL0i2Yh2ygfi-iJ00,Łącznik prosty JOINTEK Y603,"Łącznik prosty JOINTEK y603, zestaw do bezpośredniego łączenia profili.",in_stock,,,https://alumineu.pl/produkty/akcesoria/laczniki/jointek-y603,,https://drive.google.com/uc?id=1-XRLp4bItQuSlxMHRjRG4EP63NwM6rnZ,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Z701,,,,,,,,,,,,,jointek_y603,100
BxeEFynvjXZ-sYop6JbwX1,Łącznik kątowy JOINTEK Y604,"Łącznik kątowy JOINTEK y604, zestaw do bezpośredniego łączenia profili.",in_stock,,,https://alumineu.pl/produkty/akcesoria/laczniki/jointek-y604,,https://drive.google.com/uc?id=1AAsjaz7krPYa4VMGATNLvdQWow22_DgE,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Z701,,,,,,,,,,,,,jointek_y604,100
3MLLHH2IjgqO47skfI06r2,Łącznik prosty JOINTEK Y605,"Łącznik prosty JOINTEK y605, zestaw do bezpośredniego łączenia profili.",in_stock,,,https://alumineu.pl/produkty/akcesoria/laczniki/jointek-y605,,https://drive.google.com/uc?id=1GSWXrNah6tiMp_AJTwrXQPpRJjHAQtOW,40.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Z501,,,,,,,,,,,,,jointek_y605,100
PQjsDtuygZ8U2CBSD-yFM3,Łącznik kątowy JOINTEK Y606,"Łącznik kątowy JOINTEK y606, zestaw do bezpośredniego łączenia profili.",in_stock,,,https://alumineu.pl/produkty/akcesoria/laczniki/jointek-y606,,https://drive.google.com/uc?id=1cceZnRZOJSg14NPknlkTLVir2SkNMmux,40.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Z501,,,,,,,,,,,,,jointek_y606,100
mCFJaYpDhGQpcRyrmU8W81,Haczyki HOOKARA Y701,"Haczyki do profili karniszowych alumineu (CURTINA x402, x403, x404, x405, x406, x407, x408, x409, x410, x411)",in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/hookara-y701?editionuid=744637319072,,https://drive.google.com/uc?id=14aJVlcsFi2M0EA1W8UpDB_EPYuuQKMVY,16.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1Am-KW75AE2T67UZKpkaY_ByuPZmt0ksX,new,,czarny,-,,,,,,,,,,,,,hookara_y701,100
46uEut1Sg0K3ORag6S9WZ0,Haczyki HOOKARA Y701,"Haczyki do profili karniszowych alumineu (CURTINA x402, x403, x404, x405, x406, x407, x408, x409, x410, x411)",in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/hookara-y701?editionuid=728119314532,,https://drive.google.com/uc?id=14aJVlcsFi2M0EA1W8UpDB_EPYuuQKMVY,16.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1Am-KW75AE2T67UZKpkaY_ByuPZmt0ksX,new,,biały,-,,,,,,,,,,,,,hookara_y701,100
AxdssG3zilcc0nq8IRQCg0,Ślizgi SLIDENE Y702,"Haczyki do profili karniszowych alumineu (CURTINA x402, CURTINA x403, CURTINA x404, CURTINA x405, CURTINA x406, CURTINA x407, CURTINA x408, CURTINA x409, CURTINA x410, CURTINA x411, TISSURE z405).",in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/slidene-y702?editionuid=424826987592,,https://drive.google.com/uc?id=1DJInH2qd_K6emk8QMfAWL4DzHtJW8Knm,48.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały,-,,,,,,,,,,,,,slidene_y702,100
5AoNq6UdhMzzZcpcgTh5m0,Ślizgi SLIDENE Y703,"Haczyki do profili karniszowych alumineu (CURTINA x405 m, TISSURE z401).",in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/slidene-y703?editionuid=990277964372,,https://drive.google.com/uc?id=1PeNwtlwfm5cJoacV0XXL3SEyEPmCRsXh,2.60 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały,-,,,,,,,,,,,,,slidene_y703,100
FJSc0Zp5hm1Mg4SMhSTTh0,Ślizgi SLIDENE Y703,"Haczyki do profili karniszowych alumineu (CURTINA x405 m, TISSURE z401).",in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/slidene-y703?editionuid=910211073462,,https://drive.google.com/uc?id=1PeNwtlwfm5cJoacV0XXL3SEyEPmCRsXh,2.60 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny,-,,,,,,,,,,,,,slidene_y703,100
rTvzIoD8go7VbGrUSWHeb2,Ogranicznik HOOKEND Y704,Ograniczniki do profili karniszowych alumineu.,in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/hookend-y704?editionuid=778775009522,,https://drive.google.com/uc?id=1KOGYm0FIWN2OUXMa3cDLMUeQod4JefHK,2.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny,-,,,,,,,,,,,,,hookend_y704,100
ysB7srkLhvaXhUm2B-WED1,Ogranicznik HOOKEND Y704,Ograniczniki do profili karniszowych alumineu.,in_stock,,,https://alumineu.pl/produkty/akcesoria/haczyki/hookend-y704?editionuid=527435460662,,https://drive.google.com/uc?id=1KOGYm0FIWN2OUXMa3cDLMUeQod4JefHK,2.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały,-,,,,,,,,,,,,,hookend_y704,100
LAScFxUfgjRWkQO7x3vPO3,Łopatka montażowa SPATULA Y801,Łopatka do wprowadzania harpuna w profil INVISIA x205.,in_stock,,,https://alumineu.pl/produkty/akcesoria/lopatki-montazowe/spatula-y801,,https://drive.google.com/uc?id=1FGKQJOSIrEkrk1ffyUArfkbsInViDd14,89.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,X205,,,,,,,,,,,,,spatula_y801,100
yhUnPSjLg-Bdtn9a16e4K1,Łopatka montażowa SPATULA Y802,Łopatka do wprowadzania harpuna w profile bezszczelinowe.,in_stock,,,https://alumineu.pl/produkty/akcesoria/lopatki-montazowe/spatula-y802,,https://drive.google.com/uc?id=13eRGcXbdFbFmWg8Im3odvUVVXV1yU8dQ,89.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,CLASSIX,,,,,,,,,,,,,spatula_y802,100
7EuwsAnyhMnvk1iniWvNZ2,Łopatka montażowa SPATULA Y803,Łopatka do wprowadzania harpuna w profile bezszczelinowe.,in_stock,,,https://alumineu.pl/produkty/akcesoria/lopatki-montazowe/spatula-y803,,https://drive.google.com/uc?id=1VwTAQTeysLeCql6DCA6EAiiOOMbTU78X,89.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,CLASSIX,,,,,,,,,,,,,spatula_y803,100
R2Byo-ePivRzvVzZ6j3813,Łopatka montażowa SPATULA Y804,"Łopatka z powłoką teflonową do wprowadzania płótna tkaninowego oraz płótna napinanego w profile klipsowe LUMNOVA z008, TISSURE z401, TISSURE z405, VOLTIVA z501, UNITEXA z701, AERROLL.",in_stock,,,https://alumineu.pl/produkty/akcesoria/lopatki-montazowe/spatula-y804,,https://drive.google.com/uc?id=1SH3o2Ncuw72VsskH6D4eE1qqtoidIByv,210.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,z powłoką teflonową,,,,,,,,,,,,,spatula_y804,100
zVHat4UNjWloiFXNPDt4r0,Dziurkacz PRASEKA Y805,"Narzędzie do wykonywania otworów owalnych w profilach karniszowych CURTINA x402, CURTINA x403, CURTINA x404, CURTINA x405, CURTINA x406, CURTINA x407, CURTINA x408, CURTINA x409, CURTINA x410, CURTINA x411, TISSURE z405.",in_stock,,,https://alumineu.pl/produkty/akcesoria/lopatki-montazowe/spatula-y805,,https://drive.google.com/uc?id=1rFBFJh3Xq3ZPa9irsAzylZTLOvFdXNs_,260.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,zaokrąglony - 15 x 8 mm,,,,,,,,,,,,,praseka_y805,100
yhkL5hiDgxPikbdZZ9Fw-2,Przyrząd STUSLON Y901,Przyrząd alumineu stuslon y901 do przycinania klosza DIFFUSY y130.,in_stock,,,https://alumineu.pl/produkty/akcesoria/przyrzady/stuslon-y901,,https://drive.google.com/uc?id=1xjS6hAypOZ1NEYp3CgNfP_Y1cMDQ0uog,7.05 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Y130,,,,,,,,,,,,,stuslon_y901,100
Ttlz5AqejNP0X23dgdQNF0,Przyrząd STUSLON Y902,Przyrząd alumineu stuslon y902 do przycinania klosza DIFFUSY y150.,in_stock,,,https://alumineu.pl/produkty/akcesoria/przyrzady/stuslon-y902,,https://drive.google.com/uc?id=1X_UlUDkZSOBHKW4O4uqvbgbV26AfV4hO,8.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Y150,,,,,,,,,,,,,stuslon_y902,100
6BeeaaaDifZDxIxPgfCsB2,Przyrząd STUSLON Y903,Przyrząd alumineu stuslon y903 do przycinania osłony INSERTA y015 f.,in_stock,,,https://alumineu.pl/produkty/akcesoria/przyrzady/stuslon-y903,,https://drive.google.com/uc?id=1Dt5a4ysCtIjKWLr3JMS--i2hzSuVD0K_,7.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,Y015 f,,,,,,,,,,,,,stuslon_y903,100
OZHBJ5GwjxX4GRRLp--5I0,Przyrząd STABILE Y904,Przyrząd do przycinania profilu INVISIA x202.,in_stock,,,https://alumineu.pl/tproduct/557962513222-przyrzd-stabile-y904,,https://drive.google.com/uc?id=11LVv-StodcD7ht7SrX2d8kE-jNBlUtBJ,40.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,X202,,,,,,,,,,,,,stabile_y904,100
YvBn2CQPjF0bZ9wS2Otu83,Przyrząd STABILE Y905,Przyrząd do przycinania profilu INVISIA x205.,in_stock,,,https://alumineu.pl/tproduct/260642600522-przyrzd-stabile-y905,,https://drive.google.com/uc?id=1wDFKHO-SmD8l01tyQ4WDO73axOCi6BIH,40.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,X205,,,,,,,,,,,,,stabile_y905,100
BhYSYrYwjZw4w-mkseFLK1,Przyrząd STABILE Y906,Przyrząd do przycinania profilu FLOATIA x302.,in_stock,,,https://alumineu.pl/tproduct/738713176582-przyrzd-stabile-y906,,https://drive.google.com/uc?id=10ddWAg14n7MROPkWaVUCYc7kYSq2RJSZ,40.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,-,X302,,,,,,,,,,,,,stabile_y906,100
kKSei7ZTjZ4PuyPiq34942,Redukcja wentylacyjna AEROOOM Y911,"Redukcja wentylacyjna do łączenia profili AEROOM, AERROLL z, INVISIA x207 z kanałami powietrznymi.",in_stock,,,https://alumineu.pl/produkty/akcesoria/redukcja-wentylacyjna/aerooom-y911?editionuid=418476966182,,https://drive.google.com/uc?id=10pBu92AE_mwifM9THQNizKk1ikwFnGPu,60.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,,-,-,,,,,,,,,,,,,aerooom_y911,100
67Bbx0xngULuV9UzemHTF3,Wentylacja AEROOOM W007,Liniowy szczelinowy dyfuzor do montażu ukrytego alumineu AEROOM w sufit napinany.,in_stock,,,https://alumineu.pl/produkty/wentylacji/nawiewniki-szczelinowe/aerooom?editionuid=663434506042,,https://drive.google.com/uc?id=1vVr6Oy08a_RpeYjshcFZ7B_DnjKapGcN,288.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,,czarny mat,długość 700 mm,,,,,,,,,,,,,aerooom,100
