# Optional ,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,olHJtrUhhLVDB5FN2Is6G0,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Optional,# Required | The brand name of the item. Character limit: 100.,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Optional | ,# Required | The current condition of the item. | Supported values: new; used,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.
custom_label_1,product_tags[1],item_group_id,id,title,description,rich_text_description,brand,size,color,price,link,additional_image_link,condition,availability,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,google_product_category,fb_product_category
,inserții,inserta_y015_f,CWpGaKdlgRQIwS9TWZI6n0,Inserție INSERTA Y015 F,"Inserție de difuzie a luminii pentru profilele FLOATIA X302, FLOATIA X303",,alumineu,Clorură de polivinil,lăptos,7.23 RON,https://alumineu.ro/tproduct/542484472972-inserta-y015-f?editionuid=212309594222,https://drive.google.com/uc?id=1ASsbKkOhxsqvuRhQTlkuEnQFv_1geFz2,new,in stock,100,,,7112,1457
,inserții,inserta_y030,MP9kMK6mg9LT--ZPdvSbb1,Inserție INSERTA Y030,Inserție de difuzie a luminii pentru profilele LIGHTRA X030,,alumineu,Clorură de polivinil,lăptos,7.23 RON,https://alumineu.ro/tproduct/403840388992-inserta-y030?editionuid=419150027512,,new,in stock,100,,,7112,1457
,difuzoare,diffusy_y108,I8dRSyr4j1PDRW6-je8T00,Difuzor DIFFUSY Y108,Difuzor pentru profile LUMNOVA Z008.,,alumineu,Policarbonat,lăptos,36.14 RON,https://alumineu.ro/produse/accesorii/difuzoare/diffusy-y108?editionuid=589002421432,,new,in stock,100,,,7112,1457
,difuzoare,diffusy_y114,SVjKGGnNhIO8Ovbe-z0yF3,Difuzor DIFFUSY Y114,"Difuzor de lumină pentru profile LIGHTRA X015, CURTINA X405, STRATOS X702.",,alumineu,Policarbonat,lăptos,7.23 RON,https://alumineu.ro/tproduct/135491542972-diffusy-y114?editionuid=304306005972,https://drive.google.com/uc?id=10kpvKhzUh4pwJTwFLuolfHgmMHF7Cro1,new,in stock,100,,,7112,1457
,difuzoare,diffusy_y130,5ET97eXngrRKDRbIJ4YhN2,Difuzor DIFFUSY Y130,"Difuzor de lumină pentru profile LIGHTRA X030, LIGHTRA X030 S.",,alumineu,Policarbonat,lăptos,9.64 RON,https://alumineu.ro/tproduct/281981378952-diffusy-y130?editionuid=767414018712,,new,in stock,100,,,7112,1457
,difuzoare,diffusy_y130,yfcIPkXYi7hGeHi9sRjg51,Difuzor DIFFUSY Y130 B,"Difuzor de lumină pentru profile LIGHTRA X030, LIGHTRA X030 S.",,alumineu,Policarbonat,negru,12.05 RON,https://alumineu.ro/tproduct/281981378952-diffusy-y130?editionuid=485436923792,,new,in stock,100,,,7112,1457
,difuzoare,diffusy_y134,OKOeFss5i43IMv6ZjYcRM3,Difuzor DIFFUSY Y134,Difuzor de lumină pentru profile CURTINA X407.,,alumineu,Policarbonat,lăptos,12.05 RON,https://alumineu.ro/tproduct/136496325732-diffusy-y134?editionuid=759332458082,,new,in stock,100,,,7112,1457
,difuzoare,diffusy_y150,Z0jQpgcsgfNvDPq3zycpi1,Difuzor DIFFUSY Y150,"Difuzor de lumină pentru profile CURTINA X405, STRATOS X701, STRATOS X704.",,alumineu,Policarbonat,lăptos,14.46 RON,https://alumineu.ro/tproduct/763859363792-diffusy-y150?editionuid=254446403042,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y201,h5ANH4hyhaQ0ahlbaV9nf3,Capac de capăt ENDCAPP Y201,Capăt pentru delimitarea liniei luminoase pentru profilul LIGHTRA X015.,,alumineu,X015,negru lucios,4.82 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y201?editionuid=676735416342,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y202,9wJD0JkkglPzVeK5rRpif0,Capac de capăt ENDCAPP Y202,Capăt pentru delimitarea liniei luminoase pentru profilul LIGHTRA X030.,,alumineu,X030,negru lucios,4.82 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y202?editionuid=177330421632,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y203,gjxLSmpZiFX6ORefsKjSS1,Capac de capăt ENDCAPP Y203,Capăt pentru delimitarea liniei luminoase pentru profilul LIGHTRA X050.,,alumineu,X050,negru lucios,4.82 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y203?editionuid=126408199142,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y204,mY3nP58iiQbbhe6E8ifuq2,Capac de capăt ENDCAPP Y204,Capăt pentru delimitarea liniei luminoase pentru profilul LIGHTRA X050.,,alumineu,X030 s,negru lucios,4.82 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y204?editionuid=111263757932,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y205,s3hlPBkThtLs9b-VgS5-72,Capac de capăt ENDCAPP Y205,Capăt pentru profilul CURTINA X405.,,alumineu,X405,negru mat,24.10 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y205?editionuid=339882443902,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y205,0tjwIdlUikOX0Ujz8iz0g0,Capac de capăt ENDCAPP Y205,Capăt pentru profilul CURTINA X405.,,alumineu,X405,alb mat,24.10 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y205?editionuid=810085484922,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y206,qbmrWdNBhQrZ9Ppq1rO-N2,Capac de capăt ENDCAPP Y206,Capăt pentru profilul CURTINA X406.,,alumineu,X406,negru mat,9.64 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y206?editionuid=716456601892,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y206,tPFY8g6HhI3goBhXwFAdR2,Capac de capăt ENDCAPP Y206,Capăt pentru profilul CURTINA X406.,,alumineu,X406,alb mat,9.64 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y206?editionuid=154341777782,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y207,cLEZP2Ssga1osq6fjuzBl3,Capac de capăt ENDCAPP Y207,Capăt pentru profilul INVISIA X207.,,alumineu,X207,negru mat,9.64 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y207?editionuid=852370180662,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y208,zk72JAY9i0ugmwAbZomQB0,Capac de capăt ENDCAPP Y208,Capăt de protecție pentru profilul CURTINA X405 M.,,alumineu,X405 m,alb mat,24.10 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y208?editionuid=593269097464,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y208,cs1iWyovjnR0O5ccF07Z40,Capac de capăt ENDCAPP Y208,Capăt de protecție pentru profilul CURTINA X405 M.,,alumineu,X405 m,negru mat,24.10 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y208?editionuid=646001084042,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y209,caaW9qg3jIDvmqBhtmo3R3,Capac de capăt ENDCAPP Y209,Capăt de protecție pentru profilul LUMNOVA Z008.,,alumineu,Z008,negru mat,60.24 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y209?editionuid=471189498522,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y210,XfbpuCp4jKYvNsRl05mSV0,Capac de capăt ENDCAPP Y210,Capăt de protecție pentru profilul TISSURE Z401.,,alumineu,Z401,alb mat,66.27 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y210?editionuid=112268938532,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y210,Ue5JxBS6h-xDmc-T5sYN21,Capac de capăt ENDCAPP Y210,Capăt de protecție pentru profilul TISSURE Z401.,,alumineu,Z401,negru mat,66.27 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y210?editionuid=542532211642,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y211,w7Y6MOgigz2Y0sizhfBYt3,Capac de capăt ENDCAPP Y211,Capăt de protecție pentru profilul TISSURE Z405.,,alumineu,Z405,alb mat,126.51 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y211?editionuid=218311436652,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y211,B-1IK5jxibF9dkLSg6OE11,Capac de capăt ENDCAPP Y211,Capăt de protecție pentru profilul TISSURE Z405.,,alumineu,Z405,negru mat,126.51 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y211?editionuid=290783598622,,new,in stock,100,,,7112,1457
,capace de capăt,endcapp_y212,Y7HL3H--ifpDooOZXnkT61,Capac de capăt ENDCAPP Y212,Capăt de protecție pentru profilul VOLTIVA Z501.,,alumineu,Z501,negru mat,102.41 RON,https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y212?editionuid=516561021822,,new,in stock,100,,,7112,1457
,cleme,lockium_y301,TssncDOBgvi587XAXxOMF2,Clemă LOCKIUM Y301,Clemă LOCKIUM Y301 pentru fixarea foliei de tavan în profile cu clemă.,,alumineu,-,alb,7.23 RON,https://alumineu.ro/produse/accesorii/cleme/lockium-y301?editionuid=953956018222,,new,in stock,100,,,7112,1457
,elemente de fixare,anglova_y401,5Iae0Kl7jHu3J80n7k6Nu3,Element de fixare ANGLOVA Y401,Element de fixare pentru montarea profilului la tavan.,,alumineu,Oțel galvanizat,nevopsit,1.93 RON,https://alumineu.ro/tproduct/920141555912-anglova-y401?editionuid=555776503232,https://drive.google.com/uc?id=12oM2Uf8ge0GHoi0KL4CtZC95nD8gpaJ1,new,in stock,100,,,7112,1457
,conectori,jointek_y603,68OGLVL0i2Yh2ygfi-iJ00,Conector drept JOINTEK Y603,"Conector drept JOINTEK Y603, set pentru conectarea directă a profilelor.",,alumineu,Z701,-,24.10 RON,https://alumineu.ro/produse/accesorii/conectori/jointek-y604,,new,in stock,100,,,7112,1457
,conectori,jointek_y604,BxeEFynvjXZ-sYop6JbwX1,Conector unghiular JOINTEK Y604,"Conector unghiular JOINTEK Y604, set pentru îmbinarea directă a profilelor.",,alumineu,Z701,-,24.10 RON,https://alumineu.ro/produse/accesorii/conectori/jointek-y604,,new,in stock,100,,,7112,1457
,conectori,jointek_y605,3MLLHH2IjgqO47skfI06r2,Conector drept JOINTEK Y605,"Conector drept JOINTEK Y605, set pentru îmbinarea directă a profilelor.",,alumineu,Z501,-,48.19 RON,https://alumineu.ro/produse/accesorii/conectori/jointek-y605,,new,in stock,100,,,7112,1457
,conectori,jointek_y606,PQjsDtuygZ8U2CBSD-yFM3,Conector unghiular JOINTEK Y606,"Conector unghiular JOINTEK Y606, set pentru îmbinarea directă a profilelor.",,alumineu,Z501,-,48.19 RON,https://alumineu.ro/produse/accesorii/conectori/jointek-y606,,new,in stock,100,,,7112,1457
,cârlige,hookara_y701,mCFJaYpDhGQpcRyrmU8W81,cârlige HOOKARA Y701,"Cârlige pentru profile de cornișă alumineu CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,-,negru,19.28 RON,https://alumineu.ro/produse/accesorii/carlige/hookara-y701?editionuid=607699718622,https://drive.google.com/uc?id=1Am-KW75AE2T67UZKpkaY_ByuPZmt0ksX,new,in stock,100,,,7112,1457
,cârlige,hookara_y701,46uEut1Sg0K3ORag6S9WZ0,cârlige HOOKARA Y701,"Cârlige pentru profile de cornișă alumineu CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,-,alb,19.28 RON,https://alumineu.ro/produse/accesorii/carlige/hookara-y701?editionuid=560023745642,https://drive.google.com/uc?id=1Am-KW75AE2T67UZKpkaY_ByuPZmt0ksX,new,in stock,100,,,7112,1457
,cârlige,slidene_y702,AxdssG3zilcc0nq8IRQCg0,glisoare SLIDENE Y702,"Glisoare pentru profile de cornișă alumineu CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,-,alb,57.83 RON,https://alumineu.ro/produse/accesorii/carlige/slidene-y702?editionuid=344794172552,,new,in stock,100,,,7112,1457
,cârlige,slidene_y703,5AoNq6UdhMzzZcpcgTh5m0,glisoare SLIDENE Y703,"Glisoare pentru profile de cornișă alumineu CURTINA X405 M, TISSURE Z401.",,alumineu,-,alb,3.13 RON,https://alumineu.ro/produse/accesorii/carlige/slidene-y703?editionuid=791811575892,,new,in stock,100,,,7112,1457
,cârlige,slidene_y703,FJSc0Zp5hm1Mg4SMhSTTh0,glisoare SLIDENE Y703,"Glisoare pentru profile de cornișă alumineu CURTINA X405 M, TISSURE Z401.",,alumineu,-,negru,3.13 RON,https://alumineu.ro/produse/accesorii/carlige/slidene-y703?editionuid=761580362334,,new,in stock,100,,,7112,1457
,cârlige,hookend_y704,rTvzIoD8go7VbGrUSWHeb2,Opritor HOOKEND Y704,Opritoare pentru profile de cornișă Alumineu.,,alumineu,-,negru,2.41 RON,https://alumineu.ro/produse/accesorii/opritoare/hookend-y704?editionuid=424894777382,,new,in stock,100,,,7112,1457
,cârlige,hookend_y704,ysB7srkLhvaXhUm2B-WED1,Opritor HOOKEND Y704,Opritoare pentru profile de cornișă Alumineu.,,alumineu,-,alb,2.41 RON,https://alumineu.ro/produse/accesorii/opritoare/hookend-y704?editionuid=525005778822,,new,in stock,100,,,7112,1457
,unelte,spatula_y801,LAScFxUfgjRWkQO7x3vPO3,Spatulă de montaj SPATULA Y801,Spatulă pentru introducerea harponului în profil INVISIA X205.,,alumineu,X205,-,107.23 RON,https://alumineu.ro/produse/accesorii/unelte/spatula-y801,,new,in stock,100,,,7112,1457
,unelte,spatula_y802,yhUnPSjLg-Bdtn9a16e4K1,Spatulă de montaj SPATULA Y802,Spatulă pentru introducerea harponului în profile etanși.,,alumineu,CLASSIX,-,107.23 RON,https://alumineu.ro/produse/accesorii/unelte/spatula-y802,,new,in stock,100,,,7112,1457
,unelte,spatula_y803,7EuwsAnyhMnvk1iniWvNZ2,Spatulă de montaj SPATULA Y803,Spatulă pentru introducerea harponului în profile etanși.,,alumineu,CLASSIX,-,107.23 RON,https://alumineu.ro/produse/accesorii/unelte/spatula-y803,,new,in stock,100,,,7112,1457
,unelte,spatula_y804,R2Byo-ePivRzvVzZ6j3813,Spatulă de montaj SPATULA Y804,"Spatulă cu strat de teflon pentru introducerea materialului textil și a pânzei întinse în profile cu clemă LUMNOVA Z008, TISSURE Z401, TISSURE Z405, VOLTIVA Z501, UNITEXA Z701, AERROLL.",,alumineu,Cu acoperire teflonată,-,253.01 RON,https://alumineu.ro/produse/accesorii/unelte/spatula-y804,,new,in stock,100,,,7112,1457
,unelte,praseka_y805,zVHat4UNjWloiFXNPDt4r0,Perforator PRASEKA Y805,"Unealtă pentru realizarea găurilor ovale în profile de cornișă CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,Rotunjit – 15 x 8 mm,-,313.25 RON,https://alumineu.ro/produse/accesorii/unelte/spatula-y805,,new,in stock,100,,,7112,1457
,dispozitive,stuslon_y901,yhkL5hiDgxPikbdZZ9Fw-2,Dispozitiv STUSLON Y901,Dispozitiv alumineu STUSLON Y901 pentru tăierea difuzorului DIFFUSY Y130.,,alumineu,Y130,-,8.49 RON,https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y901,,new,in stock,100,,,7112,1457
,dispozitive,stuslon_y902,Ttlz5AqejNP0X23dgdQNF0,Dispozitiv STUSLON Y902,Dispozitive din aluminiu STUSLON Y902 pentru tăierea DIFFUSY Y150.,,alumineu,Y150,-,9.64 RON,https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y902,,new,in stock,100,,,7112,1457
,dispozitive,stuslon_y903,6BeeaaaDifZDxIxPgfCsB2,Dispozitiv STUSLON Y903,Dispozitiv din aluminiu STUSLON Y903 pentru tăierea INSERTA Y015 F.,,alumineu,Y015 f,-,8.43 RON,https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y903,,new,in stock,100,,,7112,1457
,dispozitive,stabile_y904,OZHBJ5GwjxX4GRRLp--5I0,Dispozitiv STABILE Y904,Dispozitiv pentru tăierea profilului INVISIA X202.,,alumineu,X202,-,48.19 RON,https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y904,,new,in stock,100,,,7112,1457
,dispozitive,stabile_y905,YvBn2CQPjF0bZ9wS2Otu83,Dispozitiv STABILE Y905,Dispozitiv pentru tăierea profilului INVISIA X205.,,alumineu,X205,-,48.19 RON,https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y905,,new,in stock,100,,,7112,1457
,dispozitive,stabile_y906,BhYSYrYwjZw4w-mkseFLK1,Dispozitiv STABILE Y906,Dispozitiv pentru tăierea profilului FLOATIA X302.,,alumineu,X302,-,48.19 RON,https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y906,,new,in stock,100,,,7112,1457
,reducții de ventilație,aerooom_y911,kKSei7ZTjZ4PuyPiq34942,Reducție de ventilație AEROOOM Y911,"Reducție de ventilație pentru conectarea profilelor AEROOOM, AERROLL, INVISIA X207 cu canalele de aer.",,alumineu,-,-,72.29 RON,https://alumineu.ro/produse/accesorii/reduciepentruventilaie/aeroom-y911?editionuid=886581746454,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,difuzoare cu fante,aerooom,67Bbx0xngULuV9UzemHTF3,ventilație AEROOOM W007,Difuzor liniar cu fante pentru montaj ascuns din aluminiu AEROOOM în tavan extensibil.,,alumineu,Lungime 700 mm,negru mat,346.99 RON,https://alumineu.ro/produse/ventilatie/difuzoare-cu-fante/aerooom?editionuid=706260013052,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,difuzoare cu fante,aerooom,jvZowSDbjriTyuZ4gKOP73,ventilație AEROOOM W010,Difuzor liniar cu fante pentru montaj ascuns din aluminiu AEROOOM în tavan extensibil.,,alumineu,Lungime 1000 mm,negru mat,433.73 RON,https://alumineu.ro/produse/ventilatie/difuzoare-cu-fante/aerooom?editionuid=803109027452,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,difuzoare cu fante,aerooom,QUUROkmnjacZooCUHKa9k1,ventilație AEROOOM W014,Difuzor liniar cu fante pentru montaj ascuns din aluminiu AEROOOM în tavan extensibil.,,alumineu,Lungime 1400 mm,negru mat,481.93 RON,https://alumineu.ro/produse/ventilatie/difuzoare-cu-fante/aerooom?editionuid=486882816912,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,difuzoare cu fante,aerroll,KKdTYiB5ilH9EwahKpKah0,ventilație AERROLL Z007,Difuzor liniar cu fante pentru montaj ascuns Alumineu AERROLL pentru material textil în tavan extensibil.,,alumineu,Lungime 700 mm,negru mat,710.84 RON,https://alumineu.ro/produse/ventilatie/difuzoare-cu-fante/aerroll?editionuid=524475509742,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,in stock,100,,,7112,1457
,difuzoare cu fante,aerroll,ARWzP670jnmjJZpK5JsEU1,ventilație AERROLL Z010,Difuzor liniar cu fante pentru montaj ascuns Alumineu AERROLL pentru material textil în tavan extensibil.,,alumineu,Lungime 1000 mm,negru mat,903.61 RON,https://alumineu.ro/produse/ventilatie/difuzoare-cu-fante/aerroll?editionuid=766815740002,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,in stock,100,,,7112,1457
,difuzoare cu fante,aerroll,xP5AwirJg8GaTPI5ZRvbx2,ventilație AERROLL Z014,Difuzor liniar cu fante pentru montaj ascuns Alumineu AERROLL pentru material textil în tavan extensibil.,,alumineu,Lungime 1400 mm,negru mat,963.86 RON,https://alumineu.ro/produse/ventilatie/difuzoare-cu-fante/aerroll?editionuid=409179818542,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,in stock,100,,,7112,1457
,despărțitoare,decorra,Uol4AUi6iIvTMzs54EO9j2,Despărțitor DECORRA H005,Despărțitoare decorative din aluminiu Alumineu DECCORA pentru montaj în tavan extensibil.,,alumineu,Lungime 500 mm,negru mat,867.47 RON,https://alumineu.ro/tproduct/749903659052-decorra?editionuid=944063163902,,new,in stock,100,,,7112,1457
,despărțitoare,decorra,ergHrlZUg2QIND1V8IhSJ2,Despărțitor DECORRA H005,Despărțitoare decorative din aluminiu Alumineu DECCORA pentru montaj în tavan extensibil.,,alumineu,Lungime 500 mm,alb mat,867.47 RON,https://alumineu.ro/tproduct/749903659052-decorra?editionuid=458412720982,,new,in stock,100,,,7112,1457
,despărțitoare,decorra,bmi8XCqTjEWJdGyaSuIyc0,Despărțitor DECORRA H010,Despărțitoare decorative din aluminiu Alumineu DECCORA pentru montaj în tavan extensibil.,,alumineu,Lungime 1000 mm,negru mat,1566.27 RON,https://alumineu.ro/tproduct/749903659052-decorra?editionuid=321097006522,,new,in stock,100,,,7112,1457
,despărțitoare,decorra,lp4e5bsYjDqziPV39cnuC2,Despărțitor DECORRA H010,Despărțitoare decorative din aluminiu Alumineu DECCORA pentru montaj în tavan extensibil.,,alumineu,Lungime 1000 mm,alb mat,1566.27 RON,https://alumineu.ro/tproduct/749903659052-decorra?editionuid=955812821282,,new,in stock,100,,,7112,1457
,despărțitoare,decorra,Mi1z6scziBgnL27xWxmwT2,Despărțitor DECORRA H015,Despărțitoare decorative din aluminiu Alumineu DECCORA pentru montaj în tavan extensibil.,,alumineu,Lungime 1500 mm,negru mat,2313.25 RON,https://alumineu.ro/tproduct/749903659052-decorra?editionuid=379781585392,,new,in stock,100,,,7112,1457
,despărțitoare,decorra,1DXQpiEKjE3GouFX6fQLj1,Despărțitor DECORRA H015,Despărțitoare decorative din aluminiu Alumineu DECCORA pentru montaj în tavan extensibil.,,alumineu,Lungime 1500 mm,alb mat,2313.25 RON,https://alumineu.ro/tproduct/749903659052-decorra?editionuid=783208794242,,new,in stock,100,,,7112,1457
