"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr";Url;Tabs:1;Tabs:2;Tabs:3
183339350492;;;;;"Profil STRATOS X704 - weiß matt";;;https://static.tildacdn.com/stor3438-6463-4261-b565-316532616438/44962176.png;6.23;;;"Farbe:weiß matt #ffffff";;TTCe8rd4gfNWGALqZZ6XQ1;931938974532;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x704?editionuid=183339350492;;;
739115973432;;;;;"Profil STRATOS X704 - schwarz matt";;;https://static.tildacdn.com/stor3438-6463-4261-b565-316532616438/44962176.png;6.23;;;"Farbe:schwarz matt #000000";;5rGDU6PghnaCaAB4hbK363;931938974532;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x704?editionuid=739115973432;;;
214163110132;Alumineu;;;Zubehör>>>Profile;"Profil BANDURA X801";;;https://static.tildacdn.com/stor6639-3261-4064-b663-313063666461/12738867.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;bandura_x801;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/sonstigenprofile/bandura-x801;;;
803224210062;;;;;"Profil BANDURA X801 - surowe aluminium";;;https://static.tildacdn.com/stor6639-3261-4064-b663-313063666461/12738867.png;0.83;;;"Farbe:surowe aluminium #e6e6e6";;Ld9AkcuQi0qA19EQUN-hA0;214163110132;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/sonstigenprofile/bandura-x801?editionuid=803224210062;;;
421906885552;Alumineu;;;Zubehör>>>Abdeckungen;"Abdeckung DIFFUSY Y134";;;https://static.tildacdn.com/stor6334-3265-4161-a633-373639373138/3bb87afe2e31981df74aae5fbb69db4d.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;diffusy_y134;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/abdeckungen/diffusy-y134;;;
692471598272;;;;;"Abdeckung DIFFUSY Y134 - milchig";;;https://static.tildacdn.com/stor6334-3265-4161-a633-373639373138/3bb87afe2e31981df74aae5fbb69db4d.png;2.59;;;"Farbe:milchig #ffffff";;OKOeFss5i43IMv6ZjYcRM3;421906885552;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/abdeckungen/diffusy-y134?editionuid=692471598272;;;
484817318102;Alumineu;;;Harpunenprofile>>>Lichtlinie;"Profil LAMPLIX X950";"Universelles Profil LAMPLIX X950 zur Herstellung von Aufputz-, Hänge- und Einbauleuchten sowie Lichtbändern.";;https://static.tildacdn.com/stor3636-3361-4364-b036-643739653765/d2fc16a4d7315044615b7b667632e388.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;lamplix_x950;;0;0;0;0;"Aluminium-LED-Profil LIGHTRA X050 für Spanndecken – Alumineu.";"LED-Band-Profil für Spanndecken LIGHTRA X050. Hauptbeleuchtung im Schlafzimmer – jetzt in Deutschland kaufen.";"Profil für LED-Streifen, Hauptbeleuchtung";;;https://alumineu.de/produkte/harpunenprofile/lichtlinie/lamplix-x950;;;
193834781942;;;;;"Profil LAMPLIX X950 - roh";;;https://static.tildacdn.com/stor3636-3361-4364-b036-643739653765/d2fc16a4d7315044615b7b667632e388.png;7.78;;;"Farbe:roh #e6e6e6";;Xo7o90pXhmhKf1FmlwptL2;484817318102;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/lichtlinie/lamplix-x950?editionuid=193834781942;;;
877187536992;Alumineu;;;Harpunenprofile>>>Lichtlinie;"Profil LAMPLIX X930";"Universelles Profil LAMPLIX X930 zur Herstellung von Aufputz-, Hänge- und Einbauleuchten sowie Lichtbändern.";;https://static.tildacdn.com/stor6630-3563-4765-b531-393438316335/433d182879272f3645595f5f6c936436.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;lamplix_x930;;0;0;0;0;"Aluminium-LED-Profil LIGHTRA X050 für Spanndecken – Alumineu.";"LED-Band-Profil für Spanndecken LIGHTRA X050. Hauptbeleuchtung im Schlafzimmer – jetzt in Deutschland kaufen.";"Profil für LED-Streifen, Hauptbeleuchtung";;;https://alumineu.de/produkte/harpunenprofile/lichtlinie/lamplix-x930;;;
261995923602;;;;;"Profil LAMPLIX X930 - roh";;;https://static.tildacdn.com/stor6630-3563-4765-b531-393438316335/433d182879272f3645595f5f6c936436.png;5.19;;;"Farbe:roh #e6e6e6";;63SkQfPpjSYcEKuuMh-YG2;877187536992;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/lichtlinie/lamplix-x930?editionuid=261995923602;;;
839408572062;Alumineu;;;Harpunenprofile>>>Led-schattenfugen;"Profil FLOATIA X304";"Patentiertes Deckenabstandsprofil FLOATIA X304 für Spanndecken mit Hakensystem zur Leinwandbefestigung. Mit LED-Bandablage und Abdeckung.";;https://static.tildacdn.com/stor6536-3136-4466-b133-346564373536/7a0863db8ea790dcae2b66b6acb56ae6.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;floatia_x304;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x304;info|#|Описание|#|Тру-ля-ля;chars|#|Характеристики;info|#|Информация|#|Опа-опа
571996272972;;;;;"Profil FLOATIA X304 - schwarz matt";;;https://static.tildacdn.com/stor6536-3136-4466-b133-346564373536/7a0863db8ea790dcae2b66b6acb56ae6.png;7.78;;;"Farbe:schwarz matt #000000";;OGuLhFuVjSlwHsBusU5Sf1;839408572062;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x304?editionuid=571996272972;;;
930556804002;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X404";"Patentiertes Profil CURTINA X404 zur Führung verdeckter Gardinennischen mit zwei Rillen zum Aufhängen von Vorhängen und Gardinen in Spanndecken mit Harpunensystem. Beleuchtet.";;https://static.tildacdn.com/stor3839-6461-4635-b135-393961613738/61af162a2b0fa194e09e8c6fc736c640.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;curtina_x404;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x404;;;
684471350662;;;;;"Profil CURTINA X404 - weiß glänzend - 2,2 lfd. m";;;https://static.tildacdn.com/stor3839-6461-4635-b135-393961613738/61af162a2b0fa194e09e8c6fc736c640.png;28.54;;;"Farbe:weiß glänzend #ffffff;Länge:2,2 lfd. m";;ryMNNy0Vjq1ciFgP2gUaK3;930556804002;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x404?editionuid=684471350662;;;
636218153652;;;;;"Profil CURTINA X404 - weiß glänzend - 3,2 lfd. m";;;https://static.tildacdn.com/stor3839-6461-4635-b135-393961613738/61af162a2b0fa194e09e8c6fc736c640.png;41.51;;;"Farbe:weiß glänzend #ffffff;Länge:3,2 lfd. m";;6UZy5OEYgiU2cDd92z2R00;930556804002;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x404?editionuid=636218153652;;;
357788908752;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X405 M";"Patentiertes Profil CURTINA X405 M zur Herstellung verdeckter Vorhangschienennischen mit zwei Nuten zum Aufhängen von Vorhängen und Gardinen in Spanndecken mit Hakensystem. Beleuchtet.";;https://static.tildacdn.com/stor6637-6634-4632-b966-643566343032/15d5d1975559402f9c73494733a8a11a.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;curtina_x405_m;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405-m;;;
376404890662;;;;;"Profil CURTINA X405 M - weiß matt - 2,2 lfd. m";;;https://static.tildacdn.com/stor6637-6634-4632-b966-643566343032/15d5d1975559402f9c73494733a8a11a.png;64.86;;;"Farbe:weiß matt #ffffff;Länge:2,2 lfd. m";;iSRbWSLtitojIsPO0sI9x2;357788908752;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405-m?editionuid=376404890662;;;
813071254712;;;;;"Profil CURTINA X405 M - schwarz matt - 2,2 lfd. m";;;https://static.tildacdn.com/stor6637-6634-4632-b966-643566343032/15d5d1975559402f9c73494733a8a11a.png;64.86;;;"Farbe:schwarz matt #000000;Länge:2,2 lfd. m";;gA28ToLCggK3W8YPSsFkT1;357788908752;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405-m?editionuid=813071254712;;;
239473994132;;;;;"Profil CURTINA X405 M - weiß matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor6637-6634-4632-b966-643566343032/15d5d1975559402f9c73494733a8a11a.png;93.40;;;"Farbe:weiß matt #ffffff;Länge:3,2 lfd. m";;CkVvKhJbiGhhK2anvHdB33;357788908752;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405-m?editionuid=239473994132;;;
143618961252;;;;;"Profil CURTINA X405 M - schwarz matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor6637-6634-4632-b966-643566343032/15d5d1975559402f9c73494733a8a11a.png;93.40;;;"Farbe:schwarz matt #000000;Länge:3,2 lfd. m";;PIsjk6JZiDyyFLIyu2lyU0;357788908752;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405-m?editionuid=143618961252;;;
255383169822;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X408";"Patentiertes Profil CURTINA X408 zur Herstellung gerader Vorhangnischen mit Beleuchtung, mit der Möglichkeit des nachträglichen Einbaus von Aufputzvorhangschienen. Geeignet für das Hakensystem zur Membranbefestigung.";;https://static.tildacdn.com/stor3637-3539-4933-a662-366330623839/a222fe78d616610cf991b232422766f9.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;curtina_x408;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x408;;;
214899874702;;;;;"Profil CURTINA X408 - roh";;;https://static.tildacdn.com/stor3637-3539-4933-a662-366330623839/a222fe78d616610cf991b232422766f9.png;27.24;;;"Farbe:roh #e6e6e6";;FWceQ5ETivN6fBl0i-tWJ2;255383169822;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x408?editionuid=214899874702;;;
241166415182;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X409";"Patentiertes Profil CURTINA X409 zur Herstellung gerader Vorhangnischen mit Beleuchtung, mit der Möglichkeit des nachträglichen Einbaus von Aufputzvorhangschienen. Geeignet für das Hakensystem zur Membranbefestigung.";;https://static.tildacdn.com/stor3864-6530-4338-b537-623437633565/0846947326c5b333c9b37d285238e860.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;curtina_x409;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x409;;;
403098122232;;;;;"Profil CURTINA X409 - roh";;;https://static.tildacdn.com/stor3864-6530-4338-b537-623437633565/0846947326c5b333c9b37d285238e860.png;35.02;;;"Farbe:roh #e6e6e6";;LhsJi728gSt1-qEKriOWU2;241166415182;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x409?editionuid=403098122232;;;
684148890872;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X410";"Patentiertes Profil CURTINA X410 zur Herstellung gerader Vorhangnischen mit Beleuchtung, mit der Möglichkeit des nachträglichen Einbaus von Aufputzvorhangschienen. Geeignet für das Hakensystem zur Membranbefestigung.";;https://static.tildacdn.com/stor3238-3938-4531-b137-653362366139/f1381c8b0619fb3549bb2320515f40b3.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;curtina_x410;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x410;;;
661064747832;;;;;"Profil CURTINA X410 - weiß matt";;;https://static.tildacdn.com/stor3238-3938-4531-b137-653362366139/f1381c8b0619fb3549bb2320515f40b3.png;31.13;;;"Farbe:weiß matt #ffffff";;JLVFDRdrgtcM9IORQDzXv0;684148890872;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x410?editionuid=661064747832;;;
259187621202;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X411";"Patentiertes Profil CURTINA X411 zur Herstellung gerader Vorhangnischen mit Beleuchtung, mit der Möglichkeit des nachträglichen Einbaus von Aufputzvorhangschienen. Geeignet für das Hakensystem zur Membranbefestigung.";;https://static.tildacdn.com/stor3666-3866-4361-a130-303037653364/3ed4629c01fa17fda2266199d0ed925b.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;curtina_x411;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x411;;;
570978296822;;;;;"Profil CURTINA X411 - weiß matt";;;https://static.tildacdn.com/stor3666-3866-4361-a130-303037653364/3ed4629c01fa17fda2266199d0ed925b.png;44.10;;;"Farbe:weiß matt #ffffff";;KmK1hPPBihH4KDyWNRaPo0;259187621202;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x411?editionuid=570978296822;;;
195208963882;Alumineu;;;"Architektonische lösungen>>>Raumteiler";"Raumteiler DECORRA";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;decorra;;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra;;;
452058616072;;;;;"Raumteiler DECORRA - weiß matt - 500 mm";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;186.79;;;"Farbe:weiß matt #ffffff;Länge:500 mm";;ergHrlZUg2QIND1V8IhSJ2;195208963882;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra?editionuid=452058616072;;;
656755738582;;;;;"Raumteiler DECORRA - schwarz matt - 500 mm";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;186.79;;;"Farbe:schwarz matt #000000;Länge:500 mm";;Uol4AUi6iIvTMzs54EO9j2;195208963882;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra?editionuid=656755738582;;;
318720664382;;;;;"Raumteiler DECORRA - weiß matt - 1000 mm";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;337.26;;;"Farbe:weiß matt #ffffff;Länge:1000 mm";;lp4e5bsYjDqziPV39cnuC2;195208963882;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra?editionuid=318720664382;;;
550767352122;;;;;"Raumteiler DECORRA - schwarz matt - 1000 mm";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;337.26;;;"Farbe:schwarz matt #000000;Länge:1000 mm";;bmi8XCqTjEWJdGyaSuIyc0;195208963882;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra?editionuid=550767352122;;;
190921796692;;;;;"Raumteiler DECORRA - weiß matt - 1500 mm";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;498.11;;;"Farbe:weiß matt #ffffff;Länge:1500 mm";;1DXQpiEKjE3GouFX6fQLj1;195208963882;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra?editionuid=190921796692;;;
293632136672;;;;;"Raumteiler DECORRA - schwarz matt - 1500 mm";;;https://static.tildacdn.com/stor3335-3964-4839-a563-333936376634/1e4551643224f061b6b41e484564e834.webp;498.11;;;"Farbe:schwarz matt #000000;Länge:1500 mm";;Mi1z6scziBgnL27xWxmwT2;195208963882;0;0;0;0;;;;;;https://alumineu.de/produkte/gestaltung/raumteiler/decorra?editionuid=293632136672;;;
800915154462;Alumineu;;;Lüftung>>>Schlitzdurchlässe;"Lüftung AERROLL";;;https://static.tildacdn.com/stor3563-3564-4133-a335-383930383862/76799e57738bfbd0b159d5573d28b6a2.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;aerroll;;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerroll;;;
525913021272;;;;;"Lüftung AERROLL - schwarz matt - Z007";;;https://static.tildacdn.com/stor3563-3564-4133-a335-383930383862/76799e57738bfbd0b159d5573d28b6a2.png;153.07;;;"Farbe:schwarz matt #000000;Länge:Z007";;KKdTYiB5ilH9EwahKpKah0;800915154462;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerroll?editionuid=525913021272;;;
444516450242;;;;;"Lüftung AERROLL - schwarz matt - Z010";;;https://static.tildacdn.com/stor3563-3564-4133-a335-383930383862/76799e57738bfbd0b159d5573d28b6a2.png;194.58;;;"Farbe:schwarz matt #000000;Länge:Z010";;ARWzP670jnmjJZpK5JsEU1;800915154462;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerroll?editionuid=444516450242;;;
188056715042;;;;;"Lüftung AERROLL - schwarz matt - Z014";;;https://static.tildacdn.com/stor3563-3564-4133-a335-383930383862/76799e57738bfbd0b159d5573d28b6a2.png;207.55;;;"Farbe:schwarz matt #000000;Länge:Z014";;xP5AwirJg8GaTPI5ZRvbx2;800915154462;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerroll?editionuid=188056715042;;;
594323476182;Alumineu;;;Lüftung>>>Schlitzdurchlässe;"Lüftung AEROOOM";;;https://static.tildacdn.com/stor3363-3531-4231-a430-326438373565/1725a8258b244f3f99b07d579d7c46cf.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;aerooom;;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerooom;;;
253482389052;;;;;"Lüftung AEROOOM - schwarz matt - W007";;;https://static.tildacdn.com/stor3363-3531-4231-a430-326438373565/1725a8258b244f3f99b07d579d7c46cf.png;74.72;;;"Farbe:schwarz matt #000000;Länge:W007";;67Bbx0xngULuV9UzemHTF3;594323476182;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerooom?editionuid=253482389052;;;
485193723462;;;;;"Lüftung AEROOOM - schwarz matt - W010";;;https://static.tildacdn.com/stor3363-3531-4231-a430-326438373565/1725a8258b244f3f99b07d579d7c46cf.png;93.40;;;"Farbe:schwarz matt #000000;Länge:W010";;jvZowSDbjriTyuZ4gKOP73;594323476182;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerooom?editionuid=485193723462;;;
768527011532;;;;;"Lüftung AEROOOM - schwarz matt - W014";;;https://static.tildacdn.com/stor3363-3531-4231-a430-326438373565/1725a8258b244f3f99b07d579d7c46cf.png;103.77;;;"Farbe:schwarz matt #000000;Länge:W014";;QUUROkmnjacZooCUHKa9k1;594323476182;0;0;0;0;;;;;;https://alumineu.de/produkte/luftung/schlitzdiffusoren/aerooom?editionuid=768527011532;;;
441243827582;Alumineu;;;Textilprofile>>>zweistufige;"Profil UNITEXA Z701";;;https://static.tildacdn.com/stor3636-3936-4631-b431-373163663663/6811d8b1d2b10eb71aeea5e37dfe440d.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;unitexa_z701;;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/zweistufige/unitexa-z701;;;
760724366592;;;;;"Profil UNITEXA Z701 - weiß matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor3636-3936-4631-b431-373163663663/6811d8b1d2b10eb71aeea5e37dfe440d.png;14.01;55;;"Farbe:weiß matt #ffffff;Länge:2,0 lfd. m";;zSQvbSNEiHa6S1KQEwaCY2;441243827582;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/zweistufige/unitexa-z701?editionuid=760724366592;;;
180310209122;;;;;"Profil UNITEXA Z701 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor3636-3936-4631-b431-373163663663/6811d8b1d2b10eb71aeea5e37dfe440d.png;14.01;55;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;SQKcK9vigikWY0Agh6ZSX0;441243827582;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/zweistufige/unitexa-z701?editionuid=180310209122;;;
734960317322;Alumineu;;;Textilprofile>>>schienen;"Profil VOLTIVA Z501";;;https://static.tildacdn.com/stor3733-6162-4833-a166-303063343631/3bcd7360215076eb4f67c471499d22d8.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;voltiva_z501;;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/schienen/voltiva-z501;;;
869939555972;;;;;"Profil VOLTIVA Z501 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor3733-6162-4833-a166-303063343631/3bcd7360215076eb4f67c471499d22d8.png;31.13;55;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;0WyuTzYWjCQp6Fj0LuztH0;734960317322;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/schienen/voltiva-z501?editionuid=869939555972;;;
937875794502;Alumineu;;;Textilprofile>>>lichtlinie;"Profil LUMNOVA Z008";;;https://static.tildacdn.com/stor6362-3939-4639-a432-396465313835/d46c8a6c15f70ec1edca524f0bc50843.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;lumnova_z008;;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/lichtlinie/lumnova-z008;;;
123302226882;;;;;"Profil LUMNOVA Z008 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6362-3939-4639-a432-396465313835/d46c8a6c15f70ec1edca524f0bc50843.png;20.75;55;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;eSviEBM8guhlvQefni07r1;937875794502;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/lichtlinie/lumnova-z008?editionuid=123302226882;;;
335807428592;Alumineu;;;Textilprofile>>>vorhangschiene;"Profil TISSURE Z405";;;https://static.tildacdn.com/stor3866-3164-4264-b331-363064346436/0089ace07e5645e03a99b2a406767fa3.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;tissure_z405;;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/vorhangschiene/tissure-405;;;
489887635112;;;;;"Profil TISSURE Z405 - schwarz matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor3866-3164-4264-b331-363064346436/0089ace07e5645e03a99b2a406767fa3.png;72.64;55;;"Farbe:schwarz matt #000000;Länge:3,2 lfd. m";;ASFuUxWDgOBWCHN5ODymF1;335807428592;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/vorhangschiene/tissure-405?editionuid=489887635112;;;
456097811942;;;;;"Profil TISSURE Z405 - weiß matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor3866-3164-4264-b331-363064346436/0089ace07e5645e03a99b2a406767fa3.png;72.64;;;"Farbe:weiß matt #ffffff;Länge:3,2 lfd. m";;Zroo3n3djONt0OopEffYs1;335807428592;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/vorhangschiene/tissure-405?editionuid=456097811942;;;
351936237612;Alumineu;;;Textilprofile>>>vorhangschiene;"Profil TISSURE Z401";;;https://static.tildacdn.com/stor6366-6139-4565-b936-616432356236/1354d6aae2d62a9eb1345eb6f7ab36f8.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;tissure_z401;;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/vorhangschiene/tissure-401;;;
137778443162;;;;;"Profil TISSURE Z401 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6366-6139-4565-b936-616432356236/1354d6aae2d62a9eb1345eb6f7ab36f8.png;25.94;55;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;hymJQJJTjY-YeQVF1giqT1;351936237612;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/vorhangschiene/tissure-401?editionuid=137778443162;;;
223254819942;;;;;"Profil TISSURE Z401 - weiß matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6366-6139-4565-b936-616432356236/1354d6aae2d62a9eb1345eb6f7ab36f8.png;25.94;55;;"Farbe:weiß matt #ffffff;Länge:2,0 lfd. m";;1BcJh8vVg8aapGEcAUDrg1;351936237612;0;0;0;0;;;;;;https://alumineu.de/produkte/textilprofile/vorhangschiene/tissure-401?editionuid=223254819942;;;
381804083502;Alumineu;;;Zubehör>>>Vorhanghaken;"Zwischenfeststeller HOOKEND Y704";;;https://static.tildacdn.com/stor3736-3164-4162-b837-663339663763/18b7ddf8fc613abcc60161157491ad61.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;hookend_y704;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/hookend-y704;;;
341091750192;;;;;"Zwischenfeststeller HOOKEND Y704 - weiß matt";;;https://static.tildacdn.com/stor3736-3164-4162-b837-663339663763/18b7ddf8fc613abcc60161157491ad61.png;0.52;52;;"Farbe:weiß matt #ffffff";;ysB7srkLhvaXhUm2B-WED1;381804083502;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/hookend-y704?editionuid=341091750192;;;
